video_id,video_path,label_id,label,display_label,category,modality,signer_id,take,enabled,fps,frames,duration
022_015,c:\Projects\signia-fsl-recognition\dynamic_raw\22\4.MOV,22,THREE,Three,NUMBER,dynamic,unknown,15,True,60.0,244,4.066666666666666
022_016,c:\Projects\signia-fsl-recognition\dynamic_raw\22\5.MOV,22,THREE,Three,NUMBER,dynamic,unknown,16,True,60.0,244,4.066666666666666
022_017,c:\Projects\signia-fsl-recognition\dynamic_raw\22\6.MOV,22,THREE,Three,NUMBER,dynamic,unknown,17,True,60.0,244,4.066666666666666
022_018,c:\Projects\signia-fsl-recognition\dynamic_raw\22\7.MOV,22,THREE,Three,NUMBER,dynamic,unknown,18,True,60.0,244,4.066666666666666
022_019,c:\Projects\signia-fsl-recognition\dynamic_raw\22\8.MOV,22,THREE,Three,NUMBER,dynamic,unknown,19,True,60.0,244,4.066666666666666
022_020,c:\Projects\signia-fsl-recognition\dynamic_raw\22\9.MOV,22,THREE,Three,NUMBER,dynamic,unknown,20,True,60.0,244,4.066666666666666
023_001,c:\Projects\signia-fsl-recognition\dynamic_raw\23\0.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,1,True,60.0,244,4.066666666666666
023_002,c:\Projects\signia-fsl-recognition\dynamic_raw\23\1.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,2,True,60.0,244,4.066666666666666
023_003,c:\Projects\signia-fsl-recognition\dynamic_raw\23\10.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,3,True,60.0,244,4.066666666666666
023_004,c:\Projects\signia-fsl-recognition\dynamic_raw\23\11.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,4,True,60.0,244,4.066666666666666
023_005,c:\Projects\signia-fsl-recognition\dynamic_raw\23\12.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,5,True,60.0,244,4.066666666666666
023_006,c:\Projects\signia-fsl-recognition\dynamic_raw\23\13.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,6,True,60.0,244,4.066666666666666
023_007,c:\Projects\signia-fsl-recognition\dynamic_raw\23\14.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,7,True,60.0,244,4.066666666666666
023_008,c:\Projects\signia-fsl-recognition\dynamic_raw\23\15.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,8,True,60.0,244,4.066666666666666
023_009,c:\Projects\signia-fsl-recognition\dynamic_raw\23\16.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,9,True,60.0,244,4.066666666666666
023_010,c:\Projects\signia-fsl-recognition\dynamic_raw\23\17.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,10,True,60.0,244,4.066666666666666
023_011,c:\Projects\signia-fsl-recognition\dynamic_raw\23\18.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,11,True,60.0,244,4.066666666666666
023_012,c:\Projects\signia-fsl-recognition\dynamic_raw\23\19.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,12,True,60.0,244,4.066666666666666
023_013,c:\Projects\signia-fsl-recognition\dynamic_raw\23\2.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,13,True,60.0,244,4.066666666666666
023_014,c:\Projects\signia-fsl-recognition\dynamic_raw\23\3.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,14,True,60.0,244,4.066666666666666
023_015,c:\Projects\signia-fsl-recognition\dynamic_raw\23\4.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,15,True,60.0,244,4.066666666666666
023_016,c:\Projects\signia-fsl-recognition\dynamic_raw\23\5.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,16,True,60.0,244,4.066666666666666
023_017,c:\Projects\signia-fsl-recognition\dynamic_raw\23\6.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,17,True,60.0,244,4.066666666666666
023_018,c:\Projects\signia-fsl-recognition\dynamic_raw\23\7.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,18,True,60.0,244,4.066666666666666
023_019,c:\Projects\signia-fsl-recognition\dynamic_raw\23\8.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,19,True,60.0,244,4.066666666666666
023_020,c:\Projects\signia-fsl-recognition\dynamic_raw\23\9.MOV,23,FOUR,Four,NUMBER,dynamic,unknown,20,True,60.0,244,4.066666666666666
024_001,c:\Projects\signia-fsl-recognition\dynamic_raw\24\0.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,1,True,60.0,244,4.066666666666666
024_002,c:\Projects\signia-fsl-recognition\dynamic_raw\24\1.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,2,True,60.0,244,4.066666666666666
024_003,c:\Projects\signia-fsl-recognition\dynamic_raw\24\10.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,3,True,60.0,244,4.066666666666666
024_004,c:\Projects\signia-fsl-recognition\dynamic_raw\24\11.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,4,True,60.0,244,4.066666666666666
024_005,c:\Projects\signia-fsl-recognition\dynamic_raw\24\12.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,5,True,60.0,244,4.066666666666666
024_006,c:\Projects\signia-fsl-recognition\dynamic_raw\24\13.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,6,True,60.0,244,4.066666666666666
024_007,c:\Projects\signia-fsl-recognition\dynamic_raw\24\14.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,7,True,60.0,244,4.066666666666666
024_008,c:\Projects\signia-fsl-recognition\dynamic_raw\24\15.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,8,True,60.0,244,4.066666666666666
024_009,c:\Projects\signia-fsl-recognition\dynamic_raw\24\16.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,9,True,60.0,244,4.066666666666666
024_010,c:\Projects\signia-fsl-recognition\dynamic_raw\24\17.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,10,True,60.0,244,4.066666666666666
024_011,c:\Projects\signia-fsl-recognition\dynamic_raw\24\18.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,11,True,60.0,244,4.066666666666666
024_012,c:\Projects\signia-fsl-recognition\dynamic_raw\24\19.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,12,True,60.0,244,4.066666666666666
024_013,c:\Projects\signia-fsl-recognition\dynamic_raw\24\2.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,13,True,60.0,244,4.066666666666666
024_014,c:\Projects\signia-fsl-recognition\dynamic_raw\24\3.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,14,True,60.0,244,4.066666666666666
024_015,c:\Projects\signia-fsl-recognition\dynamic_raw\24\4.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,15,True,60.0,244,4.066666666666666
024_016,c:\Projects\signia-fsl-recognition\dynamic_raw\24\5.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,16,True,60.0,244,4.066666666666666
024_017,c:\Projects\signia-fsl-recognition\dynamic_raw\24\6.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,17,True,60.0,244,4.066666666666666
024_018,c:\Projects\signia-fsl-recognition\dynamic_raw\24\7.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,18,True,60.0,244,4.066666666666666
024_019,c:\Projects\signia-fsl-recognition\dynamic_raw\24\8.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,19,True,60.0,244,4.066666666666666
024_020,c:\Projects\signia-fsl-recognition\dynamic_raw\24\9.MOV,24,FIVE,Five,NUMBER,dynamic,unknown,20,True,60.0,244,4.066666666666666
025_001,c:\Projects\signia-fsl-recognition\dynamic_raw\25\0.MOV,25,SIX,Six,NUMBER,dynamic,unknown,1,True,60.0,244,4.066666666666666
025_002,c:\Projects\signia-fsl-recognition\dynamic_raw\25\1.MOV,25,SIX,Six,NUMBER,dynamic,unknown,2,True,60.0,244,4.066666666666666
025_003,c:\Projects\signia-fsl-recognition\dynamic_raw\25\10.MOV,25,SIX,Six,NUMBER,dynamic,unknown,3,True,60.0,244,4.066666666666666
025_004,c:\Projects\signia-fsl-recognition\dynamic_raw\25\11.MOV,25,SIX,Six,NUMBER,dynamic,unknown,4,True,60.0,244,4.066666666666666
025_005,c:\Projects\signia-fsl-recognition\dynamic_raw\25\12.MOV,25,SIX,Six,NUMBER,dynamic,unknown,5,True,60.0,244,4.066666666666666
025_006,c:\Projects\signia-fsl-recognition\dynamic_raw\25\13.MOV,25,SIX,Six,NUMBER,dynamic,unknown,6,True,60.0,244,4.066666666666666
025_007,c:\Projects\signia-fsl-recognition\dynamic_raw\25\14.MOV,25,SIX,Six,NUMBER,dynamic,unknown,7,True,60.0,244,4.066666666666666
025_008,c:\Projects\signia-fsl-recognition\dynamic_raw\25\15.MOV,25,SIX,Six,NUMBER,dynamic,unknown,8,True,60.0,243,4.05
025_009,c:\Projects\signia-fsl-recognition\dynamic_raw\25\16.MOV,25,SIX,Six,NUMBER,dynamic,unknown,9,True,60.0,243,4.05
025_010,c:\Projects\signia-fsl-recognition\dynamic_raw\25\17.MOV,25,SIX,Six,NUMBER,dynamic,unknown,10,True,60.0,243,4.05
025_011,c:\Projects\signia-fsl-recognition\dynamic_raw\25\18.MOV,25,SIX,Six,NUMBER,dynamic,unknown,11,True,60.0,243,4.05
025_012,c:\Projects\signia-fsl-recognition\dynamic_raw\25\19.MOV,25,SIX,Six,NUMBER,dynamic,unknown,12,True,60.0,243,4.05
025_013,c:\Projects\signia-fsl-recognition\dynamic_raw\25\2.MOV,25,SIX,Six,NUMBER,dynamic,unknown,13,True,60.0,244,4.066666666666666
025_014,c:\Projects\signia-fsl-recognition\dynamic_raw\25\3.MOV,25,SIX,Six,NUMBER,dynamic,unknown,14,True,60.0,244,4.066666666666666
025_015,c:\Projects\signia-fsl-recognition\dynamic_raw\25\4.MOV,25,SIX,Six,NUMBER,dynamic,unknown,15,True,60.0,244,4.066666666666666
025_016,c:\Projects\signia-fsl-recognition\dynamic_raw\25\5.MOV,25,SIX,Six,NUMBER,dynamic,unknown,16,True,60.0,244,4.066666666666666
025_017,c:\Projects\signia-fsl-recognition\dynamic_raw\25\6.MOV,25,SIX,Six,NUMBER,dynamic,unknown,17,True,60.0,244,4.066666666666666
025_018,c:\Projects\signia-fsl-recognition\dynamic_raw\25\7.MOV,25,SIX,Six,NUMBER,dynamic,unknown,18,True,60.0,244,4.066666666666666
025_019,c:\Projects\signia-fsl-recognition\dynamic_raw\25\8.MOV,25,SIX,Six,NUMBER,dynamic,unknown,19,True,60.0,244,4.066666666666666
025_020,c:\Projects\signia-fsl-recognition\dynamic_raw\25\9.MOV,25,SIX,Six,NUMBER,dynamic,unknown,20,True,60.0,244,4.066666666666666
026_001,c:\Projects\signia-fsl-recognition\dynamic_raw\26\0.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,1,True,60.0,243,4.05
026_002,c:\Projects\signia-fsl-recognition\dynamic_raw\26\1.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,2,True,60.0,243,4.05
026_003,c:\Projects\signia-fsl-recognition\dynamic_raw\26\10.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,3,True,60.0,244,4.066666666666666
026_004,c:\Projects\signia-fsl-recognition\dynamic_raw\26\11.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,4,True,60.0,244,4.066666666666666
026_005,c:\Projects\signia-fsl-recognition\dynamic_raw\26\12.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,5,True,60.0,244,4.066666666666666
026_006,c:\Projects\signia-fsl-recognition\dynamic_raw\26\13.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,6,True,60.0,243,4.05
026_007,c:\Projects\signia-fsl-recognition\dynamic_raw\26\14.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,7,True,60.0,243,4.05
026_008,c:\Projects\signia-fsl-recognition\dynamic_raw\26\15.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,8,True,60.0,243,4.05
026_009,c:\Projects\signia-fsl-recognition\dynamic_raw\26\16.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,9,True,60.0,243,4.05
026_010,c:\Projects\signia-fsl-recognition\dynamic_raw\26\17.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,10,True,60.0,243,4.05
026_011,c:\Projects\signia-fsl-recognition\dynamic_raw\26\18.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,11,True,60.0,243,4.05
026_012,c:\Projects\signia-fsl-recognition\dynamic_raw\26\19.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,12,True,60.0,243,4.05
026_013,c:\Projects\signia-fsl-recognition\dynamic_raw\26\2.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,13,True,60.0,243,4.05
026_014,c:\Projects\signia-fsl-recognition\dynamic_raw\26\20.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,14,True,60.0,243,4.05
026_015,c:\Projects\signia-fsl-recognition\dynamic_raw\26\3.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,15,True,60.0,243,4.05
026_016,c:\Projects\signia-fsl-recognition\dynamic_raw\26\4.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,16,True,60.0,243,4.05
026_017,c:\Projects\signia-fsl-recognition\dynamic_raw\26\5.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,17,True,60.0,243,4.05
026_018,c:\Projects\signia-fsl-recognition\dynamic_raw\26\6.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,18,True,60.0,244,4.066666666666666
026_019,c:\Projects\signia-fsl-recognition\dynamic_raw\26\7.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,19,True,60.0,244,4.066666666666666
026_020,c:\Projects\signia-fsl-recognition\dynamic_raw\26\8.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,20,True,60.0,244,4.066666666666666
026_021,c:\Projects\signia-fsl-recognition\dynamic_raw\26\9.MOV,26,SEVEN,Seven,NUMBER,dynamic,unknown,21,True,60.0,244,4.066666666666666
027_001,c:\Projects\signia-fsl-recognition\dynamic_raw\27\0.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,1,True,60.0,243,4.05
027_002,c:\Projects\signia-fsl-recognition\dynamic_raw\27\1.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,2,True,60.0,243,4.05
027_003,c:\Projects\signia-fsl-recognition\dynamic_raw\27\10.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,3,True,60.0,243,4.05
027_004,c:\Projects\signia-fsl-recognition\dynamic_raw\27\11.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,4,True,60.0,243,4.05
027_005,c:\Projects\signia-fsl-recognition\dynamic_raw\27\12.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,5,True,60.0,243,4.05
027_006,c:\Projects\signia-fsl-recognition\dynamic_raw\27\13.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,6,True,60.0,243,4.05
027_007,c:\Projects\signia-fsl-recognition\dynamic_raw\27\14.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,7,True,60.0,243,4.05
027_008,c:\Projects\signia-fsl-recognition\dynamic_raw\27\15.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,8,True,60.0,243,4.05
027_009,c:\Projects\signia-fsl-recognition\dynamic_raw\27\16.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,9,True,60.0,243,4.05
027_010,c:\Projects\signia-fsl-recognition\dynamic_raw\27\17.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,10,True,60.0,243,4.05
027_011,c:\Projects\signia-fsl-recognition\dynamic_raw\27\18.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,11,True,60.0,243,4.05
027_012,c:\Projects\signia-fsl-recognition\dynamic_raw\27\19.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,12,True,60.0,243,4.05
027_013,c:\Projects\signia-fsl-recognition\dynamic_raw\27\2.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,13,True,60.0,243,4.05
027_014,c:\Projects\signia-fsl-recognition\dynamic_raw\27\20.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,14,True,60.0,243,4.05
027_015,c:\Projects\signia-fsl-recognition\dynamic_raw\27\3.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,15,True,60.0,243,4.05
027_016,c:\Projects\signia-fsl-recognition\dynamic_raw\27\4.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,16,True,60.0,243,4.05
027_017,c:\Projects\signia-fsl-recognition\dynamic_raw\27\5.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,17,True,60.0,243,4.05
027_018,c:\Projects\signia-fsl-recognition\dynamic_raw\27\6.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,18,True,60.0,244,4.066666666666666
027_019,c:\Projects\signia-fsl-recognition\dynamic_raw\27\7.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,19,True,60.0,244,4.066666666666666
027_020,c:\Projects\signia-fsl-recognition\dynamic_raw\27\8.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,20,True,60.0,243,4.05
027_021,c:\Projects\signia-fsl-recognition\dynamic_raw\27\9.MOV,27,EIGHT,Eight,NUMBER,dynamic,unknown,21,True,60.0,243,4.05
028_001,c:\Projects\signia-fsl-recognition\dynamic_raw\28\0.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,1,True,60.0,243,4.05
028_002,c:\Projects\signia-fsl-recognition\dynamic_raw\28\1.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,2,True,60.0,243,4.05
028_003,c:\Projects\signia-fsl-recognition\dynamic_raw\28\10.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,3,True,60.0,243,4.05
028_004,c:\Projects\signia-fsl-recognition\dynamic_raw\28\11.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,4,True,60.0,243,4.05
028_005,c:\Projects\signia-fsl-recognition\dynamic_raw\28\12.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,5,True,60.0,243,4.05
028_006,c:\Projects\signia-fsl-recognition\dynamic_raw\28\13.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,6,True,60.0,243,4.05
028_007,c:\Projects\signia-fsl-recognition\dynamic_raw\28\14.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,7,True,60.0,243,4.05
028_008,c:\Projects\signia-fsl-recognition\dynamic_raw\28\15.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,8,True,60.0,243,4.05
028_009,c:\Projects\signia-fsl-recognition\dynamic_raw\28\16.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,9,True,60.0,243,4.05
028_010,c:\Projects\signia-fsl-recognition\dynamic_raw\28\17.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,10,True,60.0,243,4.05
028_011,c:\Projects\signia-fsl-recognition\dynamic_raw\28\18.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,11,True,60.0,243,4.05
028_012,c:\Projects\signia-fsl-recognition\dynamic_raw\28\19.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,12,True,60.0,243,4.05
028_013,c:\Projects\signia-fsl-recognition\dynamic_raw\28\2.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,13,True,60.0,243,4.05
028_014,c:\Projects\signia-fsl-recognition\dynamic_raw\28\3.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,14,True,60.0,243,4.05
028_015,c:\Projects\signia-fsl-recognition\dynamic_raw\28\4.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,15,True,60.0,243,4.05
028_016,c:\Projects\signia-fsl-recognition\dynamic_raw\28\5.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,16,True,60.0,243,4.05
028_017,c:\Projects\signia-fsl-recognition\dynamic_raw\28\6.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,17,True,60.0,243,4.05
028_018,c:\Projects\signia-fsl-recognition\dynamic_raw\28\7.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,18,True,60.0,243,4.05
028_019,c:\Projects\signia-fsl-recognition\dynamic_raw\28\8.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,19,True,60.0,243,4.05
028_020,c:\Projects\signia-fsl-recognition\dynamic_raw\28\9.MOV,28,NINE,Nine,NUMBER,dynamic,unknown,20,True,60.0,243,4.05
029_001,c:\Projects\signia-fsl-recognition\dynamic_raw\29\0.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,1,True,60.0,243,4.05
029_002,c:\Projects\signia-fsl-recognition\dynamic_raw\29\1.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,2,True,60.0,243,4.05
029_003,c:\Projects\signia-fsl-recognition\dynamic_raw\29\10.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,3,True,60.0,243,4.05
029_004,c:\Projects\signia-fsl-recognition\dynamic_raw\29\11.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,4,True,60.0,243,4.05
029_005,c:\Projects\signia-fsl-recognition\dynamic_raw\29\12.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,5,True,60.0,243,4.05
029_006,c:\Projects\signia-fsl-recognition\dynamic_raw\29\13.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,6,True,60.0,243,4.05
029_007,c:\Projects\signia-fsl-recognition\dynamic_raw\29\14.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,7,True,60.0,243,4.05
029_008,c:\Projects\signia-fsl-recognition\dynamic_raw\29\15.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,8,True,60.0,243,4.05
029_009,c:\Projects\signia-fsl-recognition\dynamic_raw\29\16.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,9,True,60.0,243,4.05
029_010,c:\Projects\signia-fsl-recognition\dynamic_raw\29\17.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,10,True,60.0,243,4.05
029_011,c:\Projects\signia-fsl-recognition\dynamic_raw\29\18.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,11,True,60.0,243,4.05
029_012,c:\Projects\signia-fsl-recognition\dynamic_raw\29\19.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,12,True,60.0,243,4.05
029_013,c:\Projects\signia-fsl-recognition\dynamic_raw\29\2.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,13,True,60.0,243,4.05
029_014,c:\Projects\signia-fsl-recognition\dynamic_raw\29\3.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,14,True,60.0,243,4.05
029_015,c:\Projects\signia-fsl-recognition\dynamic_raw\29\4.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,15,True,60.0,243,4.05
029_016,c:\Projects\signia-fsl-recognition\dynamic_raw\29\5.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,16,True,60.0,243,4.05
029_017,c:\Projects\signia-fsl-recognition\dynamic_raw\29\6.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,17,True,60.0,243,4.05
029_018,c:\Projects\signia-fsl-recognition\dynamic_raw\29\7.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,18,True,60.0,243,4.05
029_019,c:\Projects\signia-fsl-recognition\dynamic_raw\29\8.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,19,True,60.0,243,4.05
029_020,c:\Projects\signia-fsl-recognition\dynamic_raw\29\9.MOV,29,TEN,Ten,NUMBER,dynamic,unknown,20,True,60.0,243,4.05
030_001,c:\Projects\signia-fsl-recognition\dynamic_raw\30\0.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,1,True,60.0,244,4.066666666666666
030_002,c:\Projects\signia-fsl-recognition\dynamic_raw\30\1.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,2,True,60.0,244,4.066666666666666
030_003,c:\Projects\signia-fsl-recognition\dynamic_raw\30\10.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,3,True,60.0,244,4.066666666666666
030_004,c:\Projects\signia-fsl-recognition\dynamic_raw\30\11.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,4,True,60.0,244,4.066666666666666
030_005,c:\Projects\signia-fsl-recognition\dynamic_raw\30\12.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,5,True,60.0,244,4.066666666666666
030_006,c:\Projects\signia-fsl-recognition\dynamic_raw\30\13.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,6,True,60.0,244,4.066666666666666
030_007,c:\Projects\signia-fsl-recognition\dynamic_raw\30\14.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,7,True,60.0,244,4.066666666666666
030_008,c:\Projects\signia-fsl-recognition\dynamic_raw\30\15.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,8,True,60.0,245,4.083333333333333
030_009,c:\Projects\signia-fsl-recognition\dynamic_raw\30\16.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,9,True,60.0,245,4.083333333333333
030_010,c:\Projects\signia-fsl-recognition\dynamic_raw\30\17.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,10,True,60.0,244,4.066666666666666
030_011,c:\Projects\signia-fsl-recognition\dynamic_raw\30\18.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,11,True,60.0,244,4.066666666666666
030_012,c:\Projects\signia-fsl-recognition\dynamic_raw\30\19.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,12,True,60.0,244,4.066666666666666
030_013,c:\Projects\signia-fsl-recognition\dynamic_raw\30\2.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,13,True,60.0,244,4.066666666666666
030_014,c:\Projects\signia-fsl-recognition\dynamic_raw\30\3.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,14,True,60.0,244,4.066666666666666
030_015,c:\Projects\signia-fsl-recognition\dynamic_raw\30\4.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,15,True,60.0,244,4.066666666666666
030_016,c:\Projects\signia-fsl-recognition\dynamic_raw\30\5.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,16,True,60.0,245,4.083333333333333
030_017,c:\Projects\signia-fsl-recognition\dynamic_raw\30\6.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,17,True,60.0,245,4.083333333333333
030_018,c:\Projects\signia-fsl-recognition\dynamic_raw\30\7.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,18,True,60.0,244,4.066666666666666
030_019,c:\Projects\signia-fsl-recognition\dynamic_raw\30\8.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,19,True,60.0,244,4.066666666666666
030_020,c:\Projects\signia-fsl-recognition\dynamic_raw\30\9.MOV,30,JANUARY,January,CALENDAR,dynamic,unknown,20,True,60.0,244,4.066666666666666
031_001,c:\Projects\signia-fsl-recognition\dynamic_raw\31\0.MOV,31,FEBRUARY,February,CALENDAR,dynamic,unknown,1,True,60.0,244,4.066666666666666
031_002,c:\Projects\signia-fsl-recognition\dynamic_raw\31\1.MOV,31,FEBRUARY,February,CALENDAR,dynamic,unknown,2,True,60.0,244,4.066666666666666
031_003,c:\Projects\signia-fsl-recognition\dynamic_raw\31\10.MOV,31,FEBRUARY,February,CALENDAR,dynamic,unknown,3,True,60.0,244,4.066666666666666
031_004,c:\Projects\signia-fsl-recognition\dynamic_raw\31\11.MOV,31,FEBRUARY,February,CALENDAR,dynamic,unknown,4,True,60.0,244,4.066666666666666
031_005,c:\Projects\signia-fsl-recognition\dynamic_raw\31\12.MOV,31,FEBRUARY,February,CALENDAR,dynamic,unknown,5,True,60.0,244,4.066666666666666
031_006,c:\Projects\signia-fsl-recognition\dynamic_raw\31\13.MOV,31,FEBRUARY,February,CALENDAR,dynamic,unknown,6,True,60.0,244,4.066666666666666
